species	cell_hits
Cuculus saturatus_Himalayan Cuckoo	10
Dicrurus macrocercus_Black Drongo	10
Grus monacha_Hooded Crane	10
Lanius cristatus_Brown Shrike	10
Limnodromus semipalmatus_Asian Dowitcher	10
Mareca falcata_Falcated Duck	10
Otus sunia_Oriental Scops-Owl	10
Phoenicurus frontalis_Blue-fronted Redstart	10
Prunella strophiata_Rufous-breasted Accentor	10
Anthus roseatus_Rosy Pipit	9
Antigone vipio_White-naped Crane	9
Cepphus grylle_Black Guillemot	9
Ficedula ruficauda_Rusty-tailed Flycatcher	9
Fulmarus glacialis_Northern Fulmar	9
Grus nigricollis_Black-necked Crane	9
Halcyon smyrnensis_White-throated Kingfisher	9
Lanius tephronotus_Gray-backed Shrike	9
Lanius vittatus_Bay-backed Shrike	9
Numenius minutus_Little Curlew	9
Serinus serinus_European Serin	9
Somateria spectabilis_King Eider	9
Streptopelia chinensis_Spotted Dove	9
Uria aalge_Common Murre	9
Uria lomvia_Thick-billed Murre	9
Urocissa erythroryncha_Red-billed Blue-Magpie	9
Corvus splendens_House Crow	8
Elanus caeruleus_Black-winged Kite	8
Francolinus francolinus_Black Francolin	8
Poecile weigoldicus_Sichuan Tit	8
Psittacula krameri_Rose-ringed Parakeet	8
Anser caerulescens_Snow Goose	7
Anthus similis_Long-billed Pipit	7
Dendrocopos syriacus_Syrian Woodpecker	7
Ficedula albicilla_Taiga Flycatcher	7
Leucogeranus leucogeranus_Siberian Crane	7
Nisaetus nipalensis_Mountain Hawk-Eagle	7
Pycnonotus cafer_Red-vented Bulbul	7
Accipiter virgatus_Besra	6
Alaemon alaudipes_Greater Hoopoe-Lark	6
Anthus godlewskii_Blyth's Pipit	6
Apus affinis_Little Swift	6
Butorides striata_Striated Heron	6
Calandrella dukhunensis_Mongolian Short-toed Lark	6
Ceryle rudis_Pied Kingfisher	6
Cisticola juncidis_Zitting Cisticola	6
Coracias benghalensis_Indian Roller	6
Cuculus poliocephalus_Lesser Cuckoo	6
Falco amurensis_Amur Falcon	6
Megaceryle lugubris_Crested Kingfisher	6
Merops orientalis_Green Bee-eater	6
Phoenicurus fuliginosus_Plumbeous Redstart	6
Phylloscopus neglectus_Plain Leaf Warbler	6
Prinia lepida_Delicate Prinia	6
Ptyonoprogne fuligula_Rock Martin	6
Pycnonotus leucotis_White-eared Bulbul	6
Turdus obscurus_Eyebrowed Thrush	6
Vanellus indicus_Red-wattled Lapwing	6
Ardeola bacchus_Chinese Pond-Heron	5
Ardeola grayii_Indian Pond-Heron	5
Caprimulgus jotaka_Gray Nightjar	5
Lanius sphenocercus_Chinese Gray Shrike	5
Lophophorus impejanus_Himalayan Monal	5
Otus lettia_Collared Scops-Owl	5
Phoenicurus auroreus_Daurian Redstart	5
Prunella ocularis_Radde's Accentor	5
Saxicola stejnegeri_Amur Stonechat	5
Sitta neumayer_Western Rock Nuthatch	5
Vanellus spinosus_Spur-winged Lapwing	5
Zapornia fusca_Ruddy-breasted Crake	5
Accipiter gularis_Japanese Sparrowhawk	4
Acrocephalus griseldis_Basra Reed Warbler	4
Aix galericulata_Mandarin Duck	4
Alaudala raytal_Sand Lark	4
Ammomanes cinctura_Bar-tailed Lark	4
Apus pallidus_Pallid Swift	4
Ardea intermedia_Intermediate Egret	4
Arundinax aedon_Thick-billed Warbler	4
Athene brama_Spotted Owlet	4
Branta canadensis_Canada Goose	4
Carpodacus rodochroa_Pink-browed Rosefinch	4
Carpodacus thura_Himalayan White-browed Rosefinch	4
Certhia hodgsoni_Hodgson's Treecreeper	4
Charadrius placidus_Long-billed Plover	4
Chloris spinoides_Yellow-breasted Greenfinch	4
Cinnyris asiaticus_Purple Sunbird	4
Circus spilonotus_Eastern Marsh-Harrier	4
Corvus macrorhynchos_Large-billed Crow	4
Dromas ardeola_Crab-Plover	4
Egretta gularis_Western Reef-Heron	4
Emberiza chrysophrys_Yellow-browed Bunting	4
Emberiza lathami_Crested Bunting	4
Emberiza striolata_Striolated Bunting	4
Enicurus maculatus_Spotted Forktail	4
Eremopterix nigriceps_Black-crowned Sparrow-Lark	4
Esacus recurvirostris_Great Thick-knee	4
Eumyias thalassinus_Verditer Flycatcher	4
Euodice malabarica_Indian Silverbill	4
Ficedula mugimaki_Mugimaki Flycatcher	4
Ficedula superciliaris_Ultramarine Flycatcher	4
Ficedula tricolor_Slaty-blue Flycatcher	4
Gallicrex cinerea_Watercock	4
Glaucidium cuculoides_Asian Barred Owlet	4
Gymnoris xanthocollis_Yellow-throated Sparrow	4
Horornis fortipes_Brownish-flanked Bush Warbler	4
Hypocolius ampelinus_Hypocolius	4
Hypsipetes leucocephalus_Black Bulbul	4
Lanius nubicus_Masked Shrike	4
Larvivora brunnea_Indian Blue Robin	4
Larvivora sibilans_Rufous-tailed Robin	4
Locustella davidi_Baikal Bush Warbler	4
Luscinia phaenicuroides_White-bellied Redstart	4
Monticola rufiventris_Chestnut-bellied Rock-Thrush	4
Montifringilla blanfordi_Blanford's Snowfinch	4
Muscicapa dauurica_Asian Brown Flycatcher	4
Onychoprion anaethetus_Bridled Tern	4
Ortygornis pondicerianus_Gray Francolin	4
Parus monticolus_Green-backed Tit	4
Passer moabiticus_Dead Sea Sparrow	4
Phylloscopus chloronotus_Lemon-rumped Warbler	4
Phylloscopus magnirostris_Large-billed Leaf Warbler	4
Phylloscopus tytleri_Tytler's Leaf Warbler	4
Phylloscopus whistleri_Whistler's Warbler	4
Poecile lugubris_Sombre Tit	4
Prinia crinigera_Himalayan Prinia	4
Psilopogon virens_Great Barbet	4
Psittacula eupatria_Alexandrine Parakeet	4
Psittacula himalayana_Slaty-headed Parakeet	4
Pterocles exustus_Chestnut-bellied Sandgrouse	4
Pterocles senegallus_Spotted Sandgrouse	4
Rallus indicus_Brown-cheeked Rail	4
Saxicola ferreus_Gray Bushchat	4
Sterna repressa_White-cheeked Tern	4
Sternula saundersi_Saunders's Tern	4
Taenioptynx brodiei_Collared Owlet	4
Tarsiger rufilatus_Himalayan Bluetail	4
Thalasseus bengalensis_Lesser Crested Tern	4
Thalasseus bergii_Great Crested Tern	4
Treron sphenurus_Wedge-tailed Green-Pigeon	4
Turdus boulboul_Gray-winged Blackbird	4
Turdus rubrocanus_Chestnut Thrush	4
Zosterops palpebrosus_Indian White-eye	4
Accipiter soloensis_Chinese Sparrowhawk	3
Acrocephalus bistrigiceps_Black-browed Reed Warbler	3
Acrocephalus orientalis_Oriental Reed Warbler	3
Acrocephalus tangorum_Manchurian Reed Warbler	3
Aethia pusilla_Least Auklet	3
Aethia pygmaea_Whiskered Auklet	3
Agropsar philippensis_Chestnut-cheeked Starling	3
Agropsar sturninus_Daurian Starling	3
Anser canagicus_Emperor Goose	3
Anthus rubescens_American Pipit	3
Ardenna carneipes_Flesh-footed Shearwater	3
Ardenna grisea_Sooty Shearwater	3
Ardenna tenuirostris_Short-tailed Shearwater	3
Bombycilla japonica_Japanese Waxwing	3
Butastur indicus_Gray-faced Buzzard	3
Calidris ptilocnemis_Rock Sandpiper	3
Calidris pygmaea_Spoon-billed Sandpiper	3
Calidris tenuirostris_Great Knot	3
Cepphus columba_Pigeon Guillemot	3
Copsychus saularis_Oriental Magpie-Robin	3
Coturnix japonica_Japanese Quail	3
Cuculus micropterus_Indian Cuckoo	3
Culicicapa ceylonensis_Gray-headed Canary-Flycatcher	3
Cyanoptila cyanomelana_Blue-and-white Flycatcher	3
Dendronanthus indicus_Forest Wagtail	3
Egretta eulophotes_Chinese Egret	3
Emberiza cineracea_Cinereous Bunting	3
Emberiza elegans_Yellow-throated Bunting	3
Emberiza tristrami_Tristram's Bunting	3
Emberiza variabilis_Gray Bunting	3
Emberiza yessoensis_Ochre-rumped Bunting	3
Eophona migratoria_Yellow-billed Grosbeak	3
