species	cell_hits
Aplonis grandis_Brown-winged Starling	16
Apus pacificus_Pacific Swift	16
Baeolophus inornatus_Oak Titmouse	16
Calidris falcinellus_Broad-billed Sandpiper	16
Chamaea fasciata_Wrentit	16
Cisticola juncidis_Zitting Cisticola	16
Crotophaga sulcirostris_Groove-billed Ani	16
Dicaeum aeneum_Midget Flowerpecker	16
Dryobates nuttallii_Nuttall's Woodpecker	16
Lorius chlorocercus_Yellow-bibbed Lory	16
Motacilla tschutschensis_Eastern Yellow Wagtail	16
Passerella iliaca_Fox Sparrow	16
Pitangus sulphuratus_Great Kiskadee	16
Sialia mexicana_Western Bluebird	16
Threskiornis molucca_Australian Ibis	16
Toxostoma redivivum_California Thrasher	16
Zoothera heinei_Russet-tailed Thrush	16
Columbina inca_Inca Dove	15
Coragyps atratus_Black Vulture	15
Ixobrychus sinensis_Yellow Bittern	15
Leptocoma aspasia_Black Sunbird	15
Mergus merganser_Common Merganser	15
Milvus migrans_Black Kite	15
Muscicapa griseisticta_Gray-streaked Flycatcher	15
Myiagra ferrocyanea_Steel-blue Flycatcher	15
Myiozetetes similis_Social Flycatcher	15
Ptilinopus rivoli_White-breasted Fruit-Dove	15
Spinus tristis_American Goldfinch	15
Sporophila torqueola_Cinnamon-rumped Seedeater	15
Tyrannus melancholicus_Tropical Kingbird	15
Accipiter gentilis_Northern Goshawk	14
Acrocephalus orientalis_Oriental Reed Warbler	14
Anhinga novaehollandiae_Australasian Darter	14
Branta hutchinsii_Cackling Goose	14
Cacatua sanguinea_Little Corella	14
Colluricincla harmonica_Gray Shrikethrush	14
Entomyzon cyanotis_Blue-faced Honeyeater	14
Eupsittula canicularis_Orange-fronted Parakeet	14
Glaucidium brasilianum_Ferruginous Pygmy-Owl	14
Haematopus longirostris_Pied Oystercatcher	14
Leptotila verreauxi_White-tipped Dove	14
Monarcha castaneiventris_Chestnut-bellied Monarch	14
Mycteria americana_Wood Stork	14
Myiagra rubecula_Leaden Flycatcher	14
Myiodynastes luteiventris_Sulphur-bellied Flycatcher	14
Oriolus sagittatus_Olive-backed Oriole	14
Pachycephala vitiensis_Fiji Whistler	14
Petrochelidon ariel_Fairy Martin	14
Philemon corniculatus_Noisy Friarbird	14
Piaya cayana_Squirrel Cuckoo	14
Prosopeia tabuensis_Red Shining-Parrot	14
Saltator grandis_Cinnamon-bellied Saltator	14
Spatula querquedula_Garganey	14
Sterna striata_White-fronted Tern	14
Turdus merula_Eurasian Blackbird	14
Vireo flavoviridis_Yellow-green Vireo	14
Vireo plumbeus_Plumbeous Vireo	14
Volatinia jacarina_Blue-black Grassquit	14
Alectoris chukar_Chukar	13
Amazona finschi_Lilac-crowned Parrot	13
Anser albifrons_Greater White-fronted Goose	13
Buteo plagiatus_Gray Hawk	13
Cacatua galerita_Sulphur-crested Cockatoo	13
Calidris subminuta_Long-toed Stint	13
Campephilus guatemalensis_Pale-billed Woodpecker	13
Cecropis daurica_Red-rumped Swallow	13
Centropus phasianinus_Pheasant Coucal	13
Cincloramphus timoriensis_Tawny Grassbird	13
Colluricincla rufogaster_Rufous Shrikethrush	13
Cypseloides niger_Black Swift	13
Dendrocygna autumnalis_Black-bellied Whistling-Duck	13
Dryobates pubescens_Downy Woodpecker	13
Dryocopus lineatus_Lineated Woodpecker	13
Emberiza citrinella_Yellowhammer	13
Geopelia humeralis_Bar-shouldered Dove	13
Gerygone olivacea_White-throated Gerygone	13
Grallina cyanoleuca_Magpie-lark	13
Horornis ruficapilla_Fiji Bush Warbler	13
Icterus pustulatus_Streak-backed Oriole	13
Lichmera indistincta_Brown Honeyeater	13
Macropygia amboinensis_Amboyna Cuckoo-Dove	13
Megaceryle torquata_Ringed Kingfisher	13
Molothrus aeneus_Bronzed Cowbird	13
Motacilla cinerea_Gray Wagtail	13
Passerina ciris_Painted Bunting	13
Passerina cyanea_Indigo Bunting	13
Petroica macrocephala_Tomtit	13
Pheucticus chrysopeplus_Yellow Grosbeak	13
Pheugopedius felix_Happy Wren	13
Platalea ajaja_Roseate Spoonbill	13
Podiceps auritus_Horned Grebe	13
Podiceps cristatus_Great Crested Grebe	13
Rhynochetos jubatus_Kagu	13
Setophaga palmarum_Palm Warbler	13
Sphecotheres vieilloti_Australasian Figbird	13
Spinus lawrencei_Lawrence's Goldfinch	13
Thryophilus sinaloa_Sinaloa Wren	13
Turdus rufopalliatus_Rufous-backed Robin	13
Tyrannus crassirostris_Thick-billed Kingbird	13
Vireo hypochryseus_Golden Vireo	13
Xiphorhynchus flavigaster_Ivory-billed Woodcreeper	13
Zosterops flavifrons_Yellow-fronted White-eye	13
Amazilia rutila_Cinnamon Hummingbird	12
Buteogallus anthracinus_Common Black Hawk	12
Calidris himantopus_Stilt Sandpiper	12
Camptostoma imberbe_Northern Beardless-Tyrannulet	12
Cassiculus melanicterus_Yellow-winged Cacique	12
Certhia americana_Brown Creeper	12
Ceyx azureus_Azure Kingfisher	12
Chenonetta jubata_Maned Duck	12
Chloris chloris_European Greenfinch	12
Chloroceryle americana_Green Kingfisher	12
Clytorhynchus vitiensis_Fiji Shrikebill	12
Coccyzus americanus_Yellow-billed Cuckoo	12
Corvus orru_Torresian Crow	12
Cracticus nigrogularis_Pied Butcherbird	12
Cyanocitta stelleri_Steller's Jay	12
Dicaeum hirundinaceum_Mistletoebird	12
Ducula latrans_Peale's Imperial-Pigeon	12
Empidonax hammondii_Hammond's Flycatcher	12
Eolophus roseicapilla_Galah	12
Eudyptula minor_Little Penguin	12
Heliomaster constantii_Plain-capped Starthroat	12
Icterus spurius_Orchard Oriole	12
Icterus wagleri_Black-vented Oriole	12
Jacana spinosa_Northern Jacana	12
Manorina melanocephala_Noisy Miner	12
Melanerpes chrysogenys_Golden-cheeked Woodpecker	12
Momotus mexicanus_Russet-crowned Motmot	12
Monarcha melanopsis_Black-faced Monarch	12
Myiagra vanikorensis_Vanikoro Flycatcher	12
Myiarchus nuttingi_Nutting's Flycatcher	12
Ocyphaps lophotes_Crested Pigeon	12
Parkesia motacilla_Louisiana Waterthrush	12
Passerina versicolor_Varied Bunting	12
Patagioenas flavirostris_Red-billed Pigeon	12
Peucaea ruficauda_Stripe-headed Sparrow	12
Poecile rufescens_Chestnut-backed Chickadee	12
Puffinus puffinus_Manx Shearwater	12
