common_name,scientific_name,genus,family,order,category
Yellow-throated Flycatcher,Conopias parvus,Conopias,Tyrannidae,Passeriformes,species
Three-striped Flycatcher,Conopias trivirgatus,Conopias,Tyrannidae,Passeriformes,species
Yellow-throated/Three-striped Flycatcher,Conopias parvus/trivirgatus,Conopias,Tyrannidae,Passeriformes,slash
Lemon-browed Flycatcher,Conopias cinchoneti,Conopias,Tyrannidae,Passeriformes,species
Golden-bellied Flycatcher,Myiodynastes hemichrysus,Myiodynastes,Tyrannidae,Passeriformes,species
Golden-crowned Flycatcher,Myiodynastes chrysocephalus,Myiodynastes,Tyrannidae,Passeriformes,species
Baird's Flycatcher,Myiodynastes bairdii,Myiodynastes,Tyrannidae,Passeriformes,species
Streaked Flycatcher,Myiodynastes maculatus,Myiodynastes,Tyrannidae,Passeriformes,species
Streaked Flycatcher (Northern),Myiodynastes maculatus [maculatus Group],Myiodynastes,Tyrannidae,Passeriformes,group (polytypic)
Streaked Flycatcher (Southern),Myiodynastes maculatus solitarius,Myiodynastes,Tyrannidae,Passeriformes,group (monotypic)
Sulphur-bellied Flycatcher,Myiodynastes luteiventris,Myiodynastes,Tyrannidae,Passeriformes,species
Streaked/Sulphur-bellied Flycatcher,Myiodynastes maculatus/luteiventris,Myiodynastes,Tyrannidae,Passeriformes,slash
Piratic Flycatcher,Legatus leucophaius,Legatus,Tyrannidae,Passeriformes,species
Variegated Flycatcher,Empidonomus varius,Empidonomus,Tyrannidae,Passeriformes,species
Crowned Slaty Flycatcher,Empidonomus aurantioatrocristatus,Empidonomus,Tyrannidae,Passeriformes,species
Sulphury Flycatcher,Tyrannopsis sulphurea,Tyrannopsis,Tyrannidae,Passeriformes,species
Snowy-throated Kingbird,Tyrannus niveigularis,Tyrannus,Tyrannidae,Passeriformes,species
White-throated Kingbird,Tyrannus albogularis,Tyrannus,Tyrannidae,Passeriformes,species
Tropical Kingbird,Tyrannus melancholicus,Tyrannus,Tyrannidae,Passeriformes,species
Tropical Kingbird (West Mexican),Tyrannus melancholicus occidentalis,Tyrannus,Tyrannidae,Passeriformes,group (monotypic)
Tropical Kingbird (Middle American),Tyrannus melancholicus satrapa,Tyrannus,Tyrannidae,Passeriformes,group (monotypic)
Tropical Kingbird (South American),Tyrannus melancholicus melancholicus/despotes,Tyrannus,Tyrannidae,Passeriformes,group (polytypic)
White-throated/Tropical Kingbird,Tyrannus albogularis/melancholicus,Tyrannus,Tyrannidae,Passeriformes,slash
Couch's Kingbird,Tyrannus couchii,Tyrannus,Tyrannidae,Passeriformes,species
Tropical/Couch's Kingbird,Tyrannus melancholicus/couchii,Tyrannus,Tyrannidae,Passeriformes,slash
Cassin's Kingbird,Tyrannus vociferans,Tyrannus,Tyrannidae,Passeriformes,species
Thick-billed Kingbird,Tyrannus crassirostris,Tyrannus,Tyrannidae,Passeriformes,species
Western Kingbird,Tyrannus verticalis,Tyrannus,Tyrannidae,Passeriformes,species
Tropical x Western Kingbird (hybrid),Tyrannus melancholicus x verticalis,Tyrannus,Tyrannidae,Passeriformes,hybrid
Couch's x Western Kingbird (hybrid),Tyrannus couchii x verticalis,Tyrannus,Tyrannidae,Passeriformes,hybrid
Cassin's/Western Kingbird,Tyrannus vociferans/verticalis,Tyrannus,Tyrannidae,Passeriformes,slash
yellow-bellied kingbird sp.,Tyrannus sp. (yellow-bellied),Tyrannus,Tyrannidae,Passeriformes,spuh
Eastern Kingbird,Tyrannus tyrannus,Tyrannus,Tyrannidae,Passeriformes,species
Western x Eastern Kingbird (hybrid),Tyrannus verticalis x tyrannus,Tyrannus,Tyrannidae,Passeriformes,hybrid
Gray Kingbird,Tyrannus dominicensis,Tyrannus,Tyrannidae,Passeriformes,species
Tropical x Gray Kingbird (hybrid),Tyrannus melancholicus x dominicensis,Tyrannus,Tyrannidae,Passeriformes,hybrid
Western x Gray Kingbird (hybrid),Tyrannus verticalis x dominicensis,Tyrannus,Tyrannidae,Passeriformes,hybrid
Loggerhead Kingbird,Tyrannus caudifasciatus,Tyrannus,Tyrannidae,Passeriformes,species
Loggerhead Kingbird (Loggerhead),Tyrannus caudifasciatus [caudifasciatus Group],Tyrannus,Tyrannidae,Passeriformes,group (polytypic)
Loggerhead Kingbird (Puerto Rico),Tyrannus caudifasciatus taylori,Tyrannus,Tyrannidae,Passeriformes,group (monotypic)
Loggerhead Kingbird (Hispaniolan),Tyrannus caudifasciatus gabbii,Tyrannus,Tyrannidae,Passeriformes,group (monotypic)
Giant Kingbird,Tyrannus cubensis,Tyrannus,Tyrannidae,Passeriformes,species
Scissor-tailed Flycatcher,Tyrannus forficatus,Tyrannus,Tyrannidae,Passeriformes,species
Tropical Kingbird x Scissor-tailed Flycatcher (hybrid),Tyrannus melancholicus x forficatus,Tyrannus,Tyrannidae,Passeriformes,hybrid
Couch's Kingbird x Scissor-tailed Flycatcher (hybrid),Tyrannus couchii x forficatus,Tyrannus,Tyrannidae,Passeriformes,hybrid
Western Kingbird x Scissor-tailed Flycatcher (hybrid),Tyrannus verticalis x forficatus,Tyrannus,Tyrannidae,Passeriformes,hybrid
Eastern Kingbird x Scissor-tailed Flycatcher (hybrid),Tyrannus tyrannus x forficatus,Tyrannus,Tyrannidae,Passeriformes,hybrid
Fork-tailed Flycatcher,Tyrannus savana,Tyrannus,Tyrannidae,Passeriformes,species
Fork-tailed Flycatcher (savana),Tyrannus savana savana,Tyrannus,Tyrannidae,Passeriformes,group (monotypic)
Fork-tailed Flycatcher (monachus),Tyrannus savana monachus,Tyrannus,Tyrannidae,Passeriformes,group (monotypic)
Fork-tailed Flycatcher (sanctaemartae),Tyrannus savana sanctaemartae,Tyrannus,Tyrannidae,Passeriformes,group (monotypic)
Fork-tailed Flycatcher (circumdatus),Tyrannus savana circumdatus,Tyrannus,Tyrannidae,Passeriformes,group (monotypic)
Tropical Kingbird x Fork-tailed Flycatcher (hybrid),Tyrannus melancholicus x savana,Tyrannus,Tyrannidae,Passeriformes,hybrid
Tyrannus sp.,Tyrannus sp.,Tyrannus,Tyrannidae,Passeriformes,spuh
new world flycatcher sp.,Tyrannidae sp.,Tyrannidae,Tyrannidae,Passeriformes,spuh
Albert's Lyrebird,Menura alberti,Menura,Menuridae,Passeriformes,species
Superb Lyrebird,Menura novaehollandiae,Menura,Menuridae,Passeriformes,species
Rufous Scrub-bird,Atrichornis rufescens,Atrichornis,Atrichornithidae,Passeriformes,species
Noisy Scrub-bird,Atrichornis clamosus,Atrichornis,Atrichornithidae,Passeriformes,species
White-eared Catbird,Ailuroedus buccoides,Ailuroedus,Ptilonorhynchidae,Passeriformes,species
Ochre-breasted Catbird,Ailuroedus stonii,Ailuroedus,Ptilonorhynchidae,Passeriformes,species
Tan-capped Catbird,Ailuroedus geislerorum,Ailuroedus,Ptilonorhynchidae,Passeriformes,species
Spotted Catbird,Ailuroedus maculosus,Ailuroedus,Ptilonorhynchidae,Passeriformes,species
Black-eared Catbird,Ailuroedus melanotis,Ailuroedus,Ptilonorhynchidae,Passeriformes,species
Black-eared Catbird (Black-eared),Ailuroedus melanotis [melanotis Group],Ailuroedus,Ptilonorhynchidae,Passeriformes,group (polytypic)
Black-eared Catbird (Huon),Ailuroedus melanotis astigmaticus,Ailuroedus,Ptilonorhynchidae,Passeriformes,group (monotypic)
Black-eared Catbird (Black-capped),Ailuroedus melanotis melanocephalus,Ailuroedus,Ptilonorhynchidae,Passeriformes,group (monotypic)
Black-eared Catbird (Northern),Ailuroedus melanotis jobiensis,Ailuroedus,Ptilonorhynchidae,Passeriformes,group (monotypic)
Black-eared Catbird (Arfak),Ailuroedus melanotis misoliensis/arfakianus,Ailuroedus,Ptilonorhynchidae,Passeriformes,group (polytypic)
Green Catbird,Ailuroedus crassirostris,Ailuroedus,Ptilonorhynchidae,Passeriformes,species
australasian catbird sp.,Ailuroedus sp.,Ailuroedus,Ptilonorhynchidae,Passeriformes,spuh
Tooth-billed Bowerbird,Scenopoeetes dentirostris,Scenopoeetes,Ptilonorhynchidae,Passeriformes,species
Archbold's Bowerbird,Archboldia papuensis,Archboldia,Ptilonorhynchidae,Passeriformes,species
Vogelkop Bowerbird,Amblyornis inornata,Amblyornis,Ptilonorhynchidae,Passeriformes,species
MacGregor's Bowerbird,Amblyornis macgregoriae,Amblyornis,Ptilonorhynchidae,Passeriformes,species
Streaked Bowerbird,Amblyornis subalaris,Amblyornis,Ptilonorhynchidae,Passeriformes,species
Golden-fronted Bowerbird,Amblyornis flavifrons,Amblyornis,Ptilonorhynchidae,Passeriformes,species
Golden Bowerbird,Prionodura newtoniana,Prionodura,Ptilonorhynchidae,Passeriformes,species
Masked Bowerbird,Sericulus aureus,Sericulus,Ptilonorhynchidae,Passeriformes,species
Flame Bowerbird,Sericulus ardens,Sericulus,Ptilonorhynchidae,Passeriformes,species
Fire-maned Bowerbird,Sericulus bakeri,Sericulus,Ptilonorhynchidae,Passeriformes,species
Regent Bowerbird,Sericulus chrysocephalus,Sericulus,Ptilonorhynchidae,Passeriformes,species
Satin Bowerbird,Ptilonorhynchus violaceus,Ptilonorhynchus,Ptilonorhynchidae,Passeriformes,species
Regent x Satin Bowerbird (hybrid),Sericulus chrysocephalus x Ptilonorhynchus violaceus,Sericulus,Ptilonorhynchidae,Passeriformes,hybrid
Western Bowerbird,Chlamydera guttata,Chlamydera,Ptilonorhynchidae,Passeriformes,species
Spotted Bowerbird,Chlamydera maculata,Chlamydera,Ptilonorhynchidae,Passeriformes,species
Great Bowerbird,Chlamydera nuchalis,Chlamydera,Ptilonorhynchidae,Passeriformes,species
Yellow-breasted Bowerbird,Chlamydera lauterbachi,Chlamydera,Ptilonorhynchidae,Passeriformes,species
Yellow-breasted Bowerbird (Eastern),Chlamydera lauterbachi lauterbachi,Chlamydera,Ptilonorhynchidae,Passeriformes,group (monotypic)
Yellow-breasted Bowerbird (Central),Chlamydera lauterbachi uniformis,Chlamydera,Ptilonorhynchidae,Passeriformes,group (monotypic)
Fawn-breasted Bowerbird,Chlamydera cerviniventris,Chlamydera,Ptilonorhynchidae,Passeriformes,species
Papuan Treecreeper,Cormobates placens,Cormobates,Climacteridae,Passeriformes,species
White-throated Treecreeper,Cormobates leucophaea,Cormobates,Climacteridae,Passeriformes,species
White-throated Treecreeper (Little),Cormobates leucophaea minor,Cormobates,Climacteridae,Passeriformes,group (monotypic)
White-throated Treecreeper (White-throated),Cormobates leucophaea [leucophaea Group],Cormobates,Climacteridae,Passeriformes,group (polytypic)
White-browed Treecreeper,Climacteris affinis,Climacteris,Climacteridae,Passeriformes,species
Red-browed Treecreeper,Climacteris erythrops,Climacteris,Climacteridae,Passeriformes,species
Brown Treecreeper,Climacteris picumnus,Climacteris,Climacteridae,Passeriformes,species
Brown Treecreeper (Cape York),Climacteris picumnus melanotus,Climacteris,Climacteridae,Passeriformes,group (monotypic)
Brown Treecreeper (Southern),Climacteris picumnus picumnus/victoriae,Climacteris,Climacteridae,Passeriformes,group (polytypic)
Black-tailed Treecreeper,Climacteris melanurus,Climacteris,Climacteridae,Passeriformes,species
Black-tailed Treecreeper (Black-tailed),Climacteris melanurus melanurus,Climacteris,Climacteridae,Passeriformes,group (monotypic)
Black-tailed Treecreeper (Pilbara),Climacteris melanurus wellsi,Climacteris,Climacteridae,Passeriformes,group (monotypic)
Rufous Treecreeper,Climacteris rufus,Climacteris,Climacteridae,Passeriformes,species
australian treecreeper sp.,Climacteridae sp.,Climacteridae,Climacteridae,Passeriformes,spuh
Gray Grasswren,Amytornis barbatus,Amytornis,Maluridae,Passeriformes,species
Pilbara Grasswren,Amytornis whitei,Amytornis,Maluridae,Passeriformes,species
Sandhill Grasswren,Amytornis oweni,Amytornis,Maluridae,Passeriformes,species
Opalton Grasswren,Amytornis rowleyi,Amytornis,Maluridae,Passeriformes,species
Striated Grasswren,Amytornis striatus,Amytornis,Maluridae,Passeriformes,species
White-throated Grasswren,Amytornis woodwardi,Amytornis,Maluridae,Passeriformes,species
Carpentarian Grasswren,Amytornis dorotheae,Amytornis,Maluridae,Passeriformes,species
Short-tailed Grasswren,Amytornis merrotsyi,Amytornis,Maluridae,Passeriformes,species
Western Grasswren,Amytornis textilis,Amytornis,Maluridae,Passeriformes,species
Western Grasswren (Western),Amytornis textilis textilis,Amytornis,Maluridae,Passeriformes,group (monotypic)
Western Grasswren (Gawler Ranges),Amytornis textilis myall,Amytornis,Maluridae,Passeriformes,group (monotypic)
Thick-billed Grasswren,Amytornis modestus,Amytornis,Maluridae,Passeriformes,species
Black Grasswren,Amytornis housei,Amytornis,Maluridae,Passeriformes,species
Eyrean Grasswren,Amytornis goyderi,Amytornis,Maluridae,Passeriformes,species
Dusky Grasswren,Amytornis purnelli,Amytornis,Maluridae,Passeriformes,species
Kalkadoon Grasswren,Amytornis ballarae,Amytornis,Maluridae,Passeriformes,species
Southern Emuwren,Stipiturus malachurus,Stipiturus,Maluridae,Passeriformes,species
Rufous-crowned Emuwren,Stipiturus ruficeps,Stipiturus,Maluridae,Passeriformes,species
Mallee Emuwren,Stipiturus mallee,Stipiturus,Maluridae,Passeriformes,species
Wallace's Fairywren,Sipodotus wallacii,Sipodotus,Maluridae,Passeriformes,species
Orange-crowned Fairywren,Clytomyias insignis,Clytomyias,Maluridae,Passeriformes,species
Broad-billed Fairywren,Chenorhamphus grayi,Chenorhamphus,Maluridae,Passeriformes,species
Campbell's Fairywren,Chenorhamphus campbelli,Chenorhamphus,Maluridae,Passeriformes,species
Emperor Fairywren,Malurus cyanocephalus,Malurus,Maluridae,Passeriformes,species
Purple-crowned Fairywren,Malurus coronatus,Malurus,Maluridae,Passeriformes,species
Red-winged Fairywren,Malurus elegans,Malurus,Maluridae,Passeriformes,species
Blue-breasted Fairywren,Malurus pulcherrimus,Malurus,Maluridae,Passeriformes,species
Purple-backed Fairywren,Malurus assimilis,Malurus,Maluridae,Passeriformes,species
Purple-backed Fairywren (Lavender-flanked),Malurus assimilis dulcis/rogersi,Malurus,Maluridae,Passeriformes,group (polytypic)
Purple-backed Fairywren (Purple-backed),Malurus assimilis assimilis/bernieri,Malurus,Maluridae,Passeriformes,group (polytypic)
Variegated Fairywren,Malurus lamberti,Malurus,Maluridae,Passeriformes,species
Purple-backed/Variegated Fairywren,Malurus assimilis/lamberti,Malurus,Maluridae,Passeriformes,slash
Lovely Fairywren,Malurus amabilis,Malurus,Maluridae,Passeriformes,species
Splendid Fairywren,Malurus splendens,Malurus,Maluridae,Passeriformes,species
Splendid Fairywren (Western),Malurus splendens splendens,Malurus,Maluridae,Passeriformes,group (monotypic)
Splendid Fairywren (Central),Malurus splendens callainus,Malurus,Maluridae,Passeriformes,group (monotypic)
Splendid Fairywren (Eastern),Malurus splendens melanotus/emmottorum,Malurus,Maluridae,Passeriformes,group (polytypic)
Superb Fairywren,Malurus cyaneus,Malurus,Maluridae,Passeriformes,species
White-winged Fairywren,Malurus leucopterus,Malurus,Maluridae,Passeriformes,species
White-winged Fairywren (Blue-and-white),Malurus leucopterus leuconotus,Malurus,Maluridae,Passeriformes,group (monotypic)
White-winged Fairywren (Black-and-white),Malurus leucopterus leucopterus/edouardi,Malurus,Maluridae,Passeriformes,group (polytypic)
Superb x White-winged Fairywren (hybrid),Malurus cyaneus x leucopterus,Malurus,Maluridae,Passeriformes,hybrid
Red-backed Fairywren,Malurus melanocephalus,Malurus,Maluridae,Passeriformes,species
Superb x Red-backed Fairywren (hybrid),Malurus cyaneus x melanocephalus,Malurus,Maluridae,Passeriformes,hybrid
White-shouldered Fairywren,Malurus alboscapulatus,Malurus,Maluridae,Passeriformes,species
White-shouldered Fairywren (Southern),Malurus alboscapulatus lorentzi,Malurus,Maluridae,Passeriformes,group (monotypic)
White-shouldered Fairywren (Pied),Malurus alboscapulatus alboscapulatus/naimii,Malurus,Maluridae,Passeriformes,group (polytypic)
White-shouldered Fairywren (Black),Malurus alboscapulatus [moretoni Group],Malurus,Maluridae,Passeriformes,group (polytypic)
fairywren sp.,Malurus sp.,Malurus,Maluridae,Passeriformes,spuh
Dark-eared Myza,Myza celebensis,Myza,Meliphagidae,Passeriformes,species
White-eared Myza,Myza sarasinorum,Myza,Meliphagidae,Passeriformes,species
Dark-eared/White-eared Myza,Myza celebensis/sarasinorum,Myza,Meliphagidae,Passeriformes,slash
Eastern Spinebill,Acanthorhynchus tenuirostris,Acanthorhynchus,Meliphagidae,Passeriformes,species
Western Spinebill,Acanthorhynchus superciliosus,Acanthorhynchus,Meliphagidae,Passeriformes,species
Pied Honeyeater,Certhionyx variegatus,Certhionyx,Meliphagidae,Passeriformes,species
Plain Honeyeater,Pycnopygius ixoides,Pycnopygius,Meliphagidae,Passeriformes,species
Plain Honeyeater (Plain),Pycnopygius ixoides [ixoides Group],Pycnopygius,Meliphagidae,Passeriformes,group (polytypic)
Plain Honeyeater (Rusty),Pycnopygius ixoides finschi,Pycnopygius,Meliphagidae,Passeriformes,group (monotypic)
Marbled Honeyeater,Pycnopygius cinereus,Pycnopygius,Meliphagidae,Passeriformes,species
Marbled Honeyeater (Western),Pycnopygius cinereus cinereus/dorsalis,Pycnopygius,Meliphagidae,Passeriformes,group (polytypic)
Marbled Honeyeater (Eastern),Pycnopygius cinereus marmoratus,Pycnopygius,Meliphagidae,Passeriformes,group (monotypic)
Streak-headed Honeyeater,Pycnopygius stictocephalus,Pycnopygius,Meliphagidae,Passeriformes,species
Tui,Prosthemadera novaeseelandiae,Prosthemadera,Meliphagidae,Passeriformes,species
New Zealand Bellbird,Anthornis melanura,Anthornis,Meliphagidae,Passeriformes,species
Tui/New Zealand Bellbird,Prosthemadera novaeseelandiae/Anthornis melanura,Prosthemadera,Meliphagidae,Passeriformes,slash
Chatham Islands Bellbird,Anthornis melanocephala,Anthornis,Meliphagidae,Passeriformes,species
Puff-backed Honeyeater,Meliphaga aruensis,Meliphaga,Meliphagidae,Passeriformes,species
Yellow-spotted Honeyeater,Meliphaga notata,Meliphaga,Meliphagidae,Passeriformes,species
Lewin's Honeyeater,Meliphaga lewinii,Meliphaga,Meliphagidae,Passeriformes,species
Streak-breasted Honeyeater,Meliphaga reticulata,Meliphaga,Meliphagidae,Passeriformes,species
Kimberley Honeyeater,Meliphaga fordiana,Meliphaga,Meliphagidae,Passeriformes,species
White-lined Honeyeater,Meliphaga albilineata,Meliphaga,Meliphagidae,Passeriformes,species
Orange-cheeked Honeyeater,Meliphaga chrysogenys,Meliphaga,Meliphagidae,Passeriformes,species
Forest Honeyeater,Meliphaga montana,Meliphaga,Meliphagidae,Passeriformes,species
Mottled Honeyeater,Meliphaga mimikae,Meliphaga,Meliphagidae,Passeriformes,species
Yellow-gaped Honeyeater,Meliphaga flavirictus,Meliphaga,Meliphagidae,Passeriformes,species
Yellow-gaped Honeyeater (Northern),Meliphaga flavirictus crockettorum,Meliphaga,Meliphagidae,Passeriformes,group (monotypic)
Yellow-gaped Honeyeater (Southeastern),Meliphaga flavirictus flavirictus,Meliphaga,Meliphagidae,Passeriformes,group (monotypic)
Mountain Honeyeater,Meliphaga orientalis,Meliphaga,Meliphagidae,Passeriformes,species
Scrub Honeyeater,Meliphaga albonotata,Meliphaga,Meliphagidae,Passeriformes,species
Mimic Honeyeater,Meliphaga analoga,Meliphaga,Meliphagidae,Passeriformes,species
Tagula Honeyeater,Meliphaga vicina,Meliphaga,Meliphagidae,Passeriformes,species
Graceful Honeyeater,Meliphaga gracilis,Meliphaga,Meliphagidae,Passeriformes,species
Cryptic Honeyeater,Meliphaga imitatrix,Meliphaga,Meliphagidae,Passeriformes,species
Elegant Honeyeater,Meliphaga cinereifrons,Meliphaga,Meliphagidae,Passeriformes,species
Graceful/Elegant Honeyeater,Meliphaga gracilis/cinereifrons,Meliphaga,Meliphagidae,Passeriformes,slash
Meliphaga sp.,Meliphaga sp.,Meliphaga,Meliphagidae,Passeriformes,spuh
Yellow Honeyeater,Stomiopera flava,Stomiopera,Meliphagidae,Passeriformes,species
White-gaped Honeyeater,Stomiopera unicolor,Stomiopera,Meliphagidae,Passeriformes,species
White-fronted Honeyeater,Purnella albifrons,Purnella,Meliphagidae,Passeriformes,species
Yellow-faced Honeyeater,Caligavis chrysops,Caligavis,Meliphagidae,Passeriformes,species
Black-throated Honeyeater,Caligavis subfrenata,Caligavis,Meliphagidae,Passeriformes,species
Obscure Honeyeater,Caligavis obscura,Caligavis,Meliphagidae,Passeriformes,species
Yellow-tufted Honeyeater,Lichenostomus melanops,Lichenostomus,Meliphagidae,Passeriformes,species
Yellow-tufted Honeyeater (Yellow-tufted),Lichenostomus melanops melanops/meltoni,Lichenostomus,Meliphagidae,Passeriformes,group (polytypic)
Yellow-tufted Honeyeater (Helmeted),Lichenostomus melanops cassidix,Lichenostomus,Meliphagidae,Passeriformes,group (monotypic)
Purple-gaped Honeyeater,Lichenostomus cratitius,Lichenostomus,Meliphagidae,Passeriformes,species
Bell Miner,Manorina melanophrys,Manorina,Meliphagidae,Passeriformes,species
Noisy Miner,Manorina melanocephala,Manorina,Meliphagidae,Passeriformes,species
Yellow-throated Miner,Manorina flavigula,Manorina,Meliphagidae,Passeriformes,species
Yellow-throated Miner (Pale-rumped),Manorina flavigula [flavigula Group],Manorina,Meliphagidae,Passeriformes,group (polytypic)
